FIRST,SECOND,THIRD,FOURTH,FIFTH,NEAR_FIRST,TWO,THREE
,,,098790,659446,,,
,,,011052,660165,,,
,,,550340,666422,,,
,,,400877,669176,,,
,,,451697,678352,,,
,,,651710,681014,,,
,,,696914,682353,,,
,,,816411,685968,,,
,,,491669,694355,,,
,,,051550,706555,,,
,,,200726,714219,,,
,,,278267,721959,,,
,,,267790,723651,,,
,,,646531,732299,,,
,,,181516,732582,,,
,,,957886,735088,,,
,,,525227,760666,,,
,,,306091,767901,,,
,,,991993,780944,,,
,,,403115,783886,,,
,,,691190,784318,,,
,,,355409,785930,,,
,,,799229,792020,,,
,,,845036,792416,,,
,,,811661,798453,,,
,,,966337,803180,,,
,,,719971,804232,,,
,,,511577,812141,,,
,,,502070,831189,,,
,,,450860,834464,,,
,,,451966,854705,,,
,,,610343,882554,,,
,,,513197,886319,,,
,,,917404,904716,,,
,,,144105,908965,,,
,,,223796,914070,,,
,,,927245,922212,,,
,,,567966,935294,,,
,,,235563,945923,,,
,,,539598,947731,,,
,,,671874,957469,,,
,,,327644,959809,,,
,,,398596,980007,,,
,,,383689,996852,,,
,,,038790,002617,,,
,,,169843,004252,,,
,,,265636,007361,,,
,,,352930,009654,,,
,,,463138,010461,,,
,,,571917,039902,,,
,,,626610,050845,,,
,,,739340,057619,,,
,,,777531,112603,,,
,,,939680,113939,,,
,,,060100,131830,,,
,,,171935,142354,,,
,,,284066,152115,,,
,,,370075,153641,,,
,,,470333,161509,,,
,,,576306,163316,,,
,,,689582,165730,,,
,,,743854,190068,,,
,,,825602,193735,,,
,,,951027,198334,,,
,,,074087,208280,,,
,,,215913,211024,,,
,,,312199,239735,,,
,,,410879,256250,,,
,,,471605,260867,,,
,,,585959,269474,,,
,,,689874,271820,,,
,,,748010,277954,,,
,,,863356,295359,,,
,,,968161,322043,,,
,,,092819,324274,,,
,,,217037,333052,,,
,,,324468,357830,,,
,,,423727,364805,,,
,,,539734,383137,,,
,,,602293,385947,,,
,,,714570,393118,,,
,,,750539,406267,,,
,,,878290,411855,,,
,,,970520,421774,,,
,,,157616,422561,,,
,,,232528,422729,,,
,,,327274,432795,,,
,,,433888,450640,,,
,,,559458,484375,,,
,,,625611,503170,,,
,,,723751,509434,,,
,,,768118,536665,,,
,,,925846,544875,,,
,,,974438,551552,,,
,,,001441,551771,,,
,,,131327,601407,,,
,,,207962,602038,,,
,,,255952,602935,,,
,,,353430,609603,,,
,,,565190,625597,,,
,,,726735,626981,,,
,,,787369,648513,,,
,,,877064,661441,,,
,,,957112,661471,,,
,,,007482,661692,,,
,,,138823,664420,,,
,,,222354,665661,,,
,,,283294,667403,,,
,,,409008,672826,,,
,,,585743,674855,,,
,,,746794,684456,,,
,,,796702,685480,,,
,,,896705,694489,,,
,,,964406,696275,,,
,,,056830,719376,,,
,,,151207,721681,,,
,,,232580,729204,,,
,,,296111,730734,,,
,,,413609,738809,,,
,,,626928,739427,,,
,,,754604,748981,,,
,,,803192,778845,,,
,,,926243,779339,,,
,,,968128,789214,,,
,,,069584,790876,,,
,,,152969,808697,,,
,,,241785,811563,,,
,,,297469,812183,,,
,,,415650,812318,,,
,,,656428,830214,,,
,,,758455,860381,,,
,,,867305,865526,,,
,,,946532,867555,,,
,,,985290,870034,,,
,,,081675,874175,,,
,,,183337,887122,,,
,,,243268,923255,,,
,,,336559,929508,,,
,,,550993,945600,,,
,,,698315,959073,,,
,,,770442,976501,,,
,,,874966,976524,,,
,,,948092,977182,,,
,,,992826,989736,,,
,,,051892,013541,,,
,,,884470,054955,,,
,,,353842,058308,,,
,,,461196,062954,,,
,,,771504,067617,,,
,,,616944,080772,,,
,,,723194,083295,,,
,,,287698,109456,,,
,,,413152,114185,,,
,,,412343,132542,,,
,,,756801,135664,,,
,,,003562,148924,,,
,,,916293,150344,,,
,,,946334,163090,,,
,,,335309,176132,,,
,,,812438,178546,,,
,,,412786,194319,,,
,,,837242,199101,,,
,,,590429,208484,,,
,,,368641,212814,,,
,,,901603,215709,,,
,,,621876,229503,,,
,,,578124,247058,,,
,,,966029,258818,,,
,,,914828,262902,,,
,,,005556,268492,,,
,,,594812,276925,,,
,,,173372,287684,,,
,,,210333,298554,,,
,,,674166,307739,,,
,,,367943,313556,,,
,,,202087,316816,,,
,,,106028,317333,,,
,,,605126,324986,,,
,,,091224,337167,,,
,,,766812,339913,,,
,,,418886,367648,,,
,,,162000,370067,,,
,,,448406,375872,,,
,,,493166,378471,,,
,,,642401,390666,,,
,,,637175,398785,,,
,,,783205,428460,,,
,,,926060,451779,,,
,,,799119,458064,,,
,,,313896,459924,,,
,,,538015,485122,,,
,,,548470,491708,,,
,,,037200,497305,,,
,,,548364,510058,,,
,,,006636,514564,,,
,,,070342,515928,,,
,,,245423,538902,,,
,,,377133,546733,,,
,,,421805,549918,,,
,,,471562,568263,,,
,,,556952,570871,,,
,,,614292,610347,,,
,,,726067,613128,,,
,,,850767,616404,,,
,,,039088,616625,,,
,,,095055,617992,,,
,,,259216,636422,,,
,,,396894,640494,,,
,,,422145,644024,,,
,,,501973,652926,,,
,,,561919,658981,,,
,,,629353,692221,,,
,,,736202,695250,,,
,,,861215,714786,,,
,,,049945,733487,,,
,,,095583,741200,,,
,,,299368,756938,,,
,,,401131,757444,,,
,,,431175,760272,,,
,,,520325,772560,,,
,,,576773,775307,,,
,,,666127,785807,,,
,,,762625,795452,,,
,,,884296,816009,,,
,,,067206,825371,,,
,,,101824,828316,,,
,,,330123,848339,,,
,,,415143,853159,,,
,,,444448,854192,,,
,,,520723,858397,,,
,,,588651,873748,,,
,,,690339,878321,,,
,,,794872,885415,,,
,,,912266,892241,,,
,,,068219,897304,,,
,,,140715,916966,,,
,,,357464,922053,,,
,,,415544,934405,,,
,,,458811,948713,,,
,,,547201,949661,,,
,,,609268,953196,,,
,,,702673,960120,,,
,,,835373,975909,,,
,,,979450,996864,,,
,,,002873,010850,,,
,,,071002,024850,,,
,,,142660,028896,,,
,,,179944,041460,,,
,,,247829,043836,,,
,,,417107,048481,,,
,,,570791,057138,,,
,,,624517,064422,,,
,,,795254,069430,,,
,,,874255,069468,,,
,,,022021,084649,,,
,,,095309,096127,,,
,,,150942,106766,,,
,,,204857,111482,,,
,,,256461,135824,,,
,,,435910,165365,,,
,,,585069,200732,,,
,,,723424,202326,,,
,,,842415,211603,,,
,,,912581,225076,,,
,,,046439,233997,,,
,,,103351,244851,,,
,,,158338,245588,,,
,,,225950,251994,,,
,,,264433,253616,,,
,,,463364,265364,,,
,,,595563,274440,,,
,,,757204,277694,,,
,,,846032,281210,,,
,,,947889,281963,,,
,,,064881,285425,,,
,,,114275,296917,,,
,,,166240,302802,,,
,,,230556,318087,,,
,,,277305,343436,,,
,,,500692,346727,,,
,,,601662,348155,,,
,,,766026,372338,,,
,,,846114,386985,,,
,,,953471,389909,,,
,,,068184,390504,,,
,,,130950,402896,,,
,,,171128,404089,,,
,,,237460,408479,,,
,,,308364,412333,,,
,,,539167,417879,,,
,,,615139,418430,,,
,,,781029,421965,,,
,,,872091,430728,,,
,,,972674,452404,,,
,,,958673,456380,,,
,,,830407,466289,,,
,,,992135,508103,,,
,,,087247,510334,,,
,,,022328,518244,,,
,,,790442,519223,,,
,,,765799,523375,,,
,,,004398,525103,,,
,,,987350,560418,,,
,,,019978,565432,,,
,,,782115,574560,,,
,,,814642,579805,,,
,,,878116,579981,,,
,,,401645,584023,,,
,,,829896,591422,,,
,,,725552,595123,,,
,,,349403,599932,,,
,,,279275,608782,,,
,,,777343,612252,,,
,,,810991,616212,,,
,,,417233,616615,,,
,,,361664,616751,,,
,,,091849,625645,,,
,,,244430,627656,,,
,,,473031,631067,,,
,,,880635,657304,,,
,,,710611,667837,,,
,,,881626,679093,,,
,,,593341,694090,,,
,,,846959,703438,,,
,,,229695,751136,,,
,,,440902,777013,,,
,,,585406,793572,,,
,,,593871,797210,,,
,,,487498,807086,,,
,,,479601,811346,,,
,,,500093,817841,,,
,,,050305,831265,,,
,,,634922,838692,,,
,,,531171,846022,,,
,,,408052,853355,,,
,,,440875,868132,,,
,,,513364,892380,,,
,,,857929,895644,,,
,,,751210,914109,,,
,,,852951,918536,,,
,,,018155,938762,,,
,,,153515,947047,,,
,,,923884,948942,,,
,,,644608,987850,,,
,,,902174,021196,,,
,,,902601,024396,,,
,,,387128,026284,,,
,,,937730,034375,,,
,,,154965,035517,,,
,,,904448,044334,,,
,,,653770,063793,,,
,,,677985,078913,,,
,,,164116,092760,,,
,,,911894,147503,,,
,,,104959,151356,,,
,,,302157,170518,,,
,,,606763,177896,,,
,,,492829,185027,,,
,,,932007,196672,,,
,,,367098,221146,,,
,,,217636,225741,,,
,,,591631,229635,,,
,,,193996,249878,,,
,,,486263,255070,,,
,,,787474,259476,,,
,,,687433,261586,,,
,,,425719,268474,,,
,,,157476,285104,,,
,,,136951,287093,,,
,,,601796,288205,,,
,,,106624,292107,,,
,,,505586,312404,,,
,,,528788,338739,,,
,,,415900,363604,,,
,,,121985,368830,,,
,,,828137,371057,,,
,,,566278,375923,,,
,,,708635,376860,,,
,,,493208,380618,,,
,,,275184,391450,,,
,,,600876,392742,,,
,,,740559,404451,,,
,,,964011,415695,,,
,,,424904,424400,,,
,,,868379,432899,,,
,,,113099,437305,,,
,,,866525,451700,,,
,,,644098,455204,,,
,,,701999,456964,,,
,,,985121,461753,,,
,,,025592,479241,,,
,,,463134,491042,,,
,,,452224,519429,,,
,,,717939,543539,,,
,,,035474,543922,,,
,,,122676,544333,,,
,,,235247,550357,,,
,,,346710,564309,,,
,,,515767,571236,,,
,,,637324,575014,,,
,,,699852,582207,,,
,,,787792,586956,,,
,,,871163,594641,,,
,,,900104,595028,,,
,,,044654,608290,,,
,,,189690,611292,,,
,,,280480,613299,,,
,,,367913,619278,,,
,,,539814,624345,,,
,,,658802,627046,,,
,,,713945,641922,,,
,,,808187,643202,,,
,,,874113,650605,,,
,,,942765,657945,,,
,,,060494,681418,,,
,,,223729,691472,,,
,,,284999,692903,,,
,,,460666,694047,,,
,,,561625,713395,,,
,,,669750,724015,,,
,,,716810,730459,,,
,,,816065,738234,,,
,,,883708,739514,,,
,,,989019,751849,,,
,,,066199,756906,,,
,,,228707,806399,,,
,,,302853,810527,,,
,,,477026,810980,,,
,,,581843,814725,,,
,,,693317,819801,,,
,,,748769,831124,,,
,,,826075,850426,,,
,,,885598,861860,,,
,,,989198,911860,,,
,,,116537,916990,,,
,,,234156,931997,,,
,,,328427,933145,,,
,,,505400,937988,,,
,,,623657,949036,,,
,,,693753,964252,,,
,,,764804,968314,,,
,,,843290,968840,,,
,,,889769,970546,,,
,,,996887,985307,,,
,,,093034,009768,,,
,,,799205,018726,,,
,,,183549,052254,,,
,,,606094,058070,,,
,,,321796,058477,,,
,,,756198,061657,,,
,,,569382,082425,,,
,,,594969,126000,,,
,,,434217,143635,,,
,,,802102,170684,,,
,,,115331,174540,,,
,,,880266,180931,,,
,,,709254,182127,,,
,,,953789,200263,,,
,,,030760,209878,,,
,,,032434,215919,,,
,,,655170,231689,,,
,,,658597,235937,,,
,,,855733,258959,,,
,,,274656,266378,,,
,,,959832,268758,,,
,,,154446,273063,,,
,,,467084,289564,,,
,,,946313,290236,,,
,,,876691,293225,,,
,,,049250,302437,,,
,,,569924,330102,,,
,,,067981,360181,,,
,,,465013,363461,,,
,,,324455,381913,,,
,,,596764,397600,,,
,,,654013,422174,,,
,,,763839,425412,,,
,,,200596,425505,,,
,,,774657,428768,,,
,,,842234,437199,,,
,,,121150,440358,,,
,,,563320,441081,,,
,,,608666,446588,,,
,,,393392,446668,,,
,,,609121,453488,,,
,,,393936,466468,,,
,,,663056,468571,,,
,,,021980,472523,,,
,,,953872,481636,,,
,,,177764,487648,,,
,,,927289,494360,,,
,,,279661,497532,,,
,,,036691,528576,,,
,,,110950,553519,,,
,,,012967,555385,,,
,,,061991,567255,,,
,,,092710,572758,,,
,,,202309,579153,,,
,,,371943,608007,,,
,,,456884,624344,,,
,,,596179,636961,,,
,,,777952,645460,,,
,,,832061,655253,,,
,,,942187,659203,,,
,,,022381,673159,,,
,,,070725,682449,,,
,,,125587,689938,,,
,,,274416,692123,,,
,,,376855,697024,,,
,,,475991,708886,,,
,,,642680,712680,,,
,,,814379,751085,,,
,,,847657,765175,,,
,,,947476,766184,,,
,,,028215,777008,,,
,,,072181,782991,,,
,,,147260,787186,,,
,,,309704,789062,,,
,,,391570,790836,,,
,,,480958,800328,,,
,,,668658,822853,,,
,,,819518,823918,,,
,,,854854,843165,,,
,,,976090,846042,,,
,,,034471,852384,,,
,,,073425,857042,,,
,,,160784,861256,,,
,,,339008,870552,,,
,,,393084,876623,,,
,,,511200,878482,,,
,,,709050,879479,,,
,,,827556,886095,,,
,,,887429,886989,,,
,,,983572,887655,,,
,,,054213,897246,,,
,,,086703,903084,,,
,,,174761,912833,,,
,,,368078,917656,,,
,,,408084,918153,,,
,,,552069,928697,,,
,,,721824,930436,,,
,,,829573,950423,,,
,,,932063,970358,,,
,,,984086,985881,,,
,,,677838,019909,,,
,,,128019,028921,,,
,,,230625,039363,,,
,,,119601,061327,,,
,,,136717,064512,,,
,,,800800,069888,,,
,,,600254,104286,,,
,,,770793,114289,,,
,,,997406,115436,,,
,,,897628,116561,,,
,,,390256,118742,,,
,,,515227,124182,,,
,,,334100,127529,,,
,,,927346,138347,,,
,,,791372,151387,,,
,,,999098,178606,,,
,,,852102,184408,,,
,,,169006,196370,,,
,,,021948,246592,,,
,,,085492,247319,,,
,,,284395,256228,,,
,,,411805,272540,,,
,,,234033,297975,,,
,,,224077,317823,,,
,,,517066,329329,,,
,,,547462,343326,,,
,,,283175,361809,,,
,,,084117,368081,,,
,,,321824,369666,,,
,,,216869,427409,,,
,,,938995,442264,,,
,,,376006,444504,,,
,,,604010,448875,,,
,,,123868,466985,,,
,,,556831,471345,,,
,,,409719,478160,,,
,,,452602,481019,,,
,,,280517,489427,,,
,,,334712,499733,,,
,,,603865,505454,,,
,,,359272,506090,,,
,,,532531,511724,,,
,,,904899,519496,,,
,,,167502,534040,,,
,,,701788,534788,,,
,,,198417,549340,,,
,,,458172,552554,,,
,,,818874,557231,,,
,,,152365,581522,,,
,,,943654,584756,,,
,,,037216,585444,,,
,,,098927,595225,,,
,,,195934,597707,,,
,,,293331,601672,,,
,,,379913,602618,,,
,,,534905,603440,,,
,,,643114,608187,,,
,,,671473,617168,,,
,,,806066,623201,,,
,,,908339,630997,,,
,,,044954,639461,,,
,,,123983,642165,,,
,,,213697,649986,,,
,,,294059,651878,,,
,,,383249,665182,,,
,,,551664,674847,,,
,,,645102,679251,,,
,,,698684,679288,,,
,,,882283,691158,,,
,,,932774,711920,,,
,,,046100,726747,,,
,,,125367,747946,,,
,,,243955,755569,,,
,,,314196,759253,,,
,,,495937,779747,,,
,,,563230,780354,,,
,,,655501,782511,,,
,,,700996,792091,,,
,,,886533,793239,,,
,,,948978,801488,,,
,,,060317,806194,,,
,,,154752,816658,,,
,,,248572,819435,,,
,,,316147,829066,,,
,,,496219,851662,,,
,,,591320,871658,,,
,,,662089,875923,,,
,,,793150,878509,,,
,,,889416,879075,,,
,,,964283,883125,,,
,,,060608,906529,,,
,,,156539,911161,,,
,,,283645,930042,,,
,,,377086,933295,,,
,,,529815,951569,,,
,,,612865,957359,,,
,,,667047,960263,,,
,,,795997,962130,,,
,,,907553,972327,,,
,,,992211,995955,,,
,,,006361,004245,,,
,,,060482,017944,,,
,,,120673,035286,,,
,,,228329,041044,,,
,,,450558,041826,,,
,,,555704,050732,,,
,,,614111,054382,,,
,,,644921,067240,,,
,,,748524,068584,,,
,,,913793,071163,,,
,,,008973,073224,,,
,,,078519,078452,,,
,,,121618,086722,,,
,,,326271,096788,,,
,,,458524,110062,,,
,,,569087,116117,,,
,,,622384,117371,,,
,,,662886,125060,,,
,,,766816,141805,,,
,,,931295,146552,,,
,,,039828,149212,,,
,,,095387,150710,,,
,,,186098,155596,,,
,,,421297,158475,,,
,,,503513,166952,,,
,,,575768,169505,,,
,,,631802,169955,,,
,,,673690,169986,,,
,,,807392,186424,,,
,,,941783,210564,,,
,,,051049,213260,,,
,,,112830,221047,,,
,,,205102,226057,,,
,,,435634,233206,,,
,,,511459,274909,,,
,,,603000,278391,,,
,,,634256,285822,,,
,,,689786,287963,,,
,,,860773,290725,,,
,,,960621,298709,,,
,,,056437,301930,,,
,,,114306,306955,,,
,,,222244,323965,,,
,,,448407,334297,,,
,,,551466,335666,,,
,,,607573,344781,,,
,,,637017,346360,,,
,,,709631,354710,,,
,,,905891,360608,,,
,,,989415,364594,,,
,,,151317,371470,,,
,,,244439,377822,,,
,,,271844,383983,,,
,,,316965,393673,,,
,,,413738,395119,,,
,,,520464,406697,,,
,,,657260,418916,,,
,,,770467,431301,,,
,,,846129,472359,,,
,,,952854,477584,,,
,,,174923,499132,,,
,,,245900,507069,,,
,,,274081,514431,,,
,,,331405,517976,,,
,,,419942,521156,,,
,,,526312,541465,,,
,,,696482,563476,,,
,,,800978,568431,,,
,,,899425,581558,,,
,,,957925,604455,,,
,,,198033,608451,,,
,,,248306,614347,,,
,,,277981,653294,,,
,,,338822,659251,,,
,,,462429,666135,,,
,,,592890,692781,,,
,,,701855,702628,,,
,,,810220,713283,,,
,,,922107,725821,,,
,,,965793,739196,,,
,,,199386,761594,,,
,,,256258,781754,,,
,,,296067,830735,,,
,,,365393,840983,,,
,,,509922,849141,,,
,,,614991,872963,,,
,,,735802,879372,,,
,,,818967,893407,,,
,,,923383,899747,,,
,,,980781,901867,,,
,,,210176,910658,,,
,,,265721,911343,,,
,,,312150,911426,,,
,,,413072,915075,,,
,,,511901,917378,,,
,,,657098,925173,,,
,,,745875,946913,,,
,,,822350,956878,,,
,,,927501,960177,,,
,,,992708,994746,,,
,,,184409,005531,,,
,,,834288,014857,,,
,,,679146,018487,,,
,,,587705,033001,,,
,,,871068,039051,,,
,,,529065,046679,,,
,,,582282,047874,,,
,,,676443,053446,,,
,,,787565,060017,,,
,,,952379,070705,,,
,,,564687,072421,,,
,,,848545,074164,,,
,,,314757,093312,,,
,,,027196,093740,,,
,,,635115,105653,,,
,,,623564,131326,,,
,,,306801,131784,,,
,,,440471,146066,,,
,,,472752,152787,,,
,,,934399,164942,,,
,,,128100,165931,,,
,,,120788,166317,,,
,,,338367,186003,,,
,,,998001,191281,,,
,,,014346,201321,,,
,,,702114,201836,,,
,,,281278,203157,,,
,,,908204,215608,,,
,,,957812,216981,,,
,,,563671,217897,,,
,,,327885,231665,,,
,,,671298,247207,,,
,,,487534,251622,,,
,,,665041,265202,,,
,,,231343,277463,,,
,,,664164,282104,,,
,,,344109,299441,,,
,,,175353,309910,,,
,,,169176,325843,,,
,,,869588,341560,,,
,,,515287,347669,,,
,,,593044,366117,,,
,,,173077,370868,,,
,,,419505,373898,,,
,,,699622,413372,,,
,,,638548,418503,,,
,,,415660,434722,,,
,,,006622,435486,,,
,,,717278,439296,,,
,,,890879,446350,,,
,,,035885,459059,,,
,,,141530,460743,,,
,,,214808,462190,,,
,,,282700,482633,,,
,,,378089,493642,,,
,,,446793,522282,,,
,,,581827,527745,,,
,,,629482,530333,,,
,,,749558,542355,,,
,,,798449,551676,,,
,,,056080,560188,,,
,,,155329,570529,,,
,,,219843,571536,,,
,,,286399,596298,,,
,,,387188,607553,,,
,,,461495,624804,,,
,,,597800,625368,,,
,,,691942,639690,,,
,,,760291,668771,,,
,,,832248,676240,,,
,,,060689,681469,,,
,,,179111,682396,,,
,,,224219,685604,,,
,,,289055,687337,,,
,,,399332,690726,,,
,,,471524,700531,,,
,,,615972,714997,,,
,,,695871,718933,,,
,,,773341,719234,,,
,,,912239,720658,,,
,,,079640,736294,,,
,,,200071,737565,,,
,,,233961,746698,,,
,,,316115,759781,,,
,,,426109,760458,,,
,,,495593,765168,,,
,,,618938,772933,,,
,,,723169,778030,,,
,,,776468,786036,,,
,,,914923,788451,,,
,,,137670,802514,,,
,,,200760,848962,,,
,,,240022,873110,,,
,,,319181,873981,,,
,,,445688,881207,,,
,,,520212,896548,,,
,,,620544,906053,,,
,,,731192,920870,,,
,,,778250,984557,,,
,,,925280,993251,,,
,,,704855,004313,,,
,,,151988,010671,,,
,,,738692,016702,,,
,,,522818,017418,,,
,,,311303,021388,,,
,,,033645,023357,,,
,,,116756,032851,,,
,,,255576,070723,,,
,,,822023,071275,,,
,,,931368,079026,,,
,,,281242,088015,,,
,,,475445,120023,,,
,,,649906,122398,,,
,,,615395,172270,,,
,,,790265,189214,,,
,,,701134,190777,,,
,,,541295,190879,,,
,,,759403,197748,,,
,,,361620,206468,,,
,,,539280,208041,,,
,,,752902,236469,,,
,,,270800,238441,,,
,,,053752,243867,,,
,,,696078,246463,,,
,,,031171,253209,,,
,,,615652,253243,,,
,,,499201,269205,,,
,,,484712,271033,,,
,,,293007,274378,,,
,,,640337,289083,,,
,,,056498,293423,,,
,,,272180,297742,,,
,,,366210,336563,,,
,,,114749,340408,,,
,,,436222,340918,,,
,,,473034,342476,,,
,,,285125,344028,,,
,,,137614,350402,,,
,,,227295,351482,,,
,,,207440,365326,,,
,,,939361,380346,,,
,,,405821,397550,,,
,,,482237,399686,,,
,,,489970,399809,,,
,,,706674,413985,,,
,,,511258,419621,,,
,,,555606,425595,,,
,,,015780,440012,,,
,,,761125,444436,,,
,,,984802,454822,,,
,,,831218,458388,,,
,,,500630,460498,,,
,,,467573,486561,,,
,,,407163,490817,,,
,,,446662,492782,,,
,,,451416,493954,,,
,,,065311,499159,,,
,,,395383,513631,,,
,,,210190,524783,,,
,,,820160,534066,,,
,,,418596,541126,,,
,,,760553,576136,,,
,,,329912,598104,,,
,,,040039,625181,,,
,,,791360,631275,,,
,,,508105,635918,,,
,,,272006,636598,,,
,,,449626,636876,,,
,,,552008,656013,,,
,,,738279,662646,,,
,,,756969,667733,,,
,,,628888,693636,,,
,,,239453,697651,,,
,,,220959,702501,,,
,,,445518,703114,,,
,,,243788,705150,,,
,,,542515,707800,,,
,,,566833,712184,,,
,,,859329,723666,,,
,,,636567,752979,,,
,,,403767,756614,,,
,,,200344,766593,,,
,,,631946,847711,,,
,,,283178,866567,,,
,,,255869,867854,,,
,,,158681,870630,,,
,,,738140,885778,,,
,,,917988,888685,,,
,,,858108,899057,,,
,,,004418,917098,,,
,,,801268,920040,,,
,,,781061,922148,,,
,,,982981,922558,,,
,,,580096,948028,,,
,,,136323,948847,,,
,,,734786,949489,,,
,,,155542,961261,,,
,,,958017,967829,,,
,,,343087,978184,,,
,,,303577,988136,,,
,,,008021,005593,,,
,,,183045,010934,,,
,,,222628,011965,,,
,,,517796,024151,,,
,,,397097,038761,,,
,,,938979,049437,,,
,,,734006,060859,,,
,,,108587,065982,,,
,,,490215,081542,,,
,,,158845,085495,,,
,,,454788,085942,,,
,,,545118,093130,,,
,,,557274,115485,,,
,,,544028,120655,,,
,,,603015,134621,,,
,,,228078,140213,,,
,,,892598,140509,,,
,,,618345,144302,,,
,,,569114,148415,,,
,,,256260,157769,,,
,,,510054,172283,,,
,,,507089,205360,,,
,,,459865,213058,,,
,,,392024,214375,,,
,,,957280,217807,,,
,,,313915,220922,,,
,,,344211,222489,,,
,,,675184,232028,,,
,,,271834,271325,,,
,,,322987,327007,,,
,,,220691,337520,,,
,,,646765,340081,,,
,,,381497,342334,,,
,,,174430,342803,,,
,,,228528,346219,,,
,,,632215,355575,,,
,,,468645,374699,,,
